Name,Platform,Genre,Global_Sales
Space Invaders Revolution,DS,Shooter,0.02
Barbie and Her Sisters Puppy Rescue,PS3,Action,0.02
Worms: WMD,PS4,Action,0.02
Myst,PSP,Adventure,0.02
UNO 52,DS,Misc,0.02
Tiger & Bunny: Hero's Day,PSP,Action,0.02
Storm Lover 2nd V,PSV,Adventure,0.02
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,Adventure,0.02
Touhou Genso Rondo: Bullet Ballet,PS4,Shooter,0.02
Accel World: Kasoku no Chouten,PS3,Adventure,0.02
Poupee Girl DS,DS,Misc,0.02
Pachinko Kaou: Misora Hibari,PS2,Misc,0.02
Just Cause,PS2,Action,0.02
Choro Q,PS2,Racing,0.02
Narcissus: Moshimo Ashita ga Runara,PSP,Adventure,0.02
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,Action,0.02
IHRA Drag Racing: Sportsman Edition,XB,Racing,0.02
"Sharin no Kuni, Himawari no Shoujo",X360,Adventure,0.02
Guild Wars: Factions,PC,Role-Playing,0.02
Simple DS Series Vol. 42: The Haioku Byoutou,DS,Adventure,0.02
Drone Tactics,DS,Strategy,0.02
Technic Beat,PS2,Misc,0.02
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,Adventure,0.02
Farming Simulator 2014,PSV,Simulation,0.02
Imperium Romanum,PC,Strategy,0.02
Ship Simulator 2008,PC,Simulation,0.02
Curse of the Amsterdam Diamond,DS,Puzzle,0.02
Sengoku,PC,Strategy,0.02
Yume Neko DS,DS,Simulation,0.02
Dream C Club,PS3,Simulation,0.02
IGT Slots: Lucky Larry's Lobstermania,PC,Simulation,0.02
Sid Meier's Civilization Revolution 2+,PSV,Strategy,0.02
SBK Superbike World Championship,PS2,Racing,0.02
Memories Off 6: Next Relation,PS2,Adventure,0.02
Scared Rider Xechs,PS2,Adventure,0.02
Vitamin X: Detective B6,PSP,Adventure,0.02
Misshitsu no Sacrifice,PSP,Adventure,0.02
You Don't Know Jack,PC,Misc,0.02
Ouran Koukou Host Bu,PS2,Adventure,0.02
Lotus Challenge,GC,Racing,0.02
Meiji Toukyou Renka: Twilight Kiss,PSP,Action,0.02
Xblaze: Lost Memories,PS3,Adventure,0.02
Turok,PC,Action,0.01
Coven and Labyrinth of Refrain,PSV,Action,0.01
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,Action,0.01
Dragon Zakura DS,DS,Misc,0.01
Chameleon: To Dye For!,DS,Puzzle,0.01
Hotel Giant DS,DS,Simulation,0.01
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,Adventure,0.01
Blackthorne,GBA,Action,0.01
Don Bradman Cricket 14,X360,Sports,0.01
DokuSui: DokiDoki Suikoden,PSP,Role-Playing,0.01
Shinseiki Evangelion: Battle Orchestra Portable,PSP,Fighting,0.01
Donkey Kong Jungle Beat,Wii,Platform,0.01
Bomberman (jp sales),PSP,Puzzle,0.01
Blazblue: Continuum Shift Extend,PSP,Fighting,0.01
S.Y.K: Shinsetsu Saiyuuki,PS2,Adventure,0.01
Football Manager Live,PC,Sports,0.01
Captain Morgane and the Golden Turtle,Wii,Adventure,0.01
Black Cat,PS2,Action,0.01
One Piece: Daikaizoku Coliseum,3DS,Fighting,0.01
Mortal Kombat,PC,Fighting,0.01
Smart Kid's Mega Game Mix,DS,Misc,0.01
Diary Girl,DS,Misc,0.01
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,Role-Playing,0.01
Serious Sam II,PC,Shooter,0.01
Wand of Fortune: Mirai e no Prologue Portable,PSP,Adventure,0.01
Sengoku Hime: Senran ni Mau Otometachi,PSP,Adventure,0.01
Secret Game Portable,PSP,Adventure,0.01
Demon Gaze 2,PSV,Role-Playing,0.01
Neverwinter Nights 2: Mask of the Betrayer,PC,Role-Playing,0.01
Kimi no Yuusha,DS,Role-Playing,0.01
Call of Juarez,PC,Shooter,0.01
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,Shooter,0.01
UEFA Champions League 2006-2007,PSP,Sports,0.01
Codename: Panzers Phase Two,PC,Strategy,0.01
Nobunaga no Yabou Online: Houou no Shou,PS3,Strategy,0.01
Rise of Flight: Iron Cross Edition,PC,Simulation,0.01
Cosmetic Paradise: Make no Kiseki,DS,Misc,0.01
Unreal Tournament 2003,PC,Shooter,0.01
Nobunaga no Yabou DS,DS,Strategy,0.01
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,Action,0.01
Uppers,PSV,Action,0.01
Wand of Fortune Portable,PSP,Adventure,0.01
Wiffle Ball Advance,DS,Sports,0.01
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,Action,0.01
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,Misc,0.01
The Last Remnant,PC,Role-Playing,0.01
Ten Pin Alley 2,GBA,Sports,0.01
Himawari: Pebble in the Sky Portable,PSP,Adventure,0.01
Wand of Fortune R,PSV,Adventure,0.01
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,Adventure,0.01
My Little Baby,DS,Simulation,0.01
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,Adventure,0.01
Shinobi Koutsutsu,PSP,Adventure,0.01
NiGHTS into dreams...,PS2,Platform,0.01
WinBack 2: Project Poseidon,PS2,Shooter,0.01
Kaitou Rousseau,DS,Action,0.01
Utawarerumono: Futari no Hakuoro,PS3,Misc,0.01
WRC 5: FIA World Rally Championship,XOne,Sports,0.01
Totally Spies! Totally Party,PS2,Misc,0.01
GunParade Orchestra: Ao no Shou,PS2,Adventure,0.01
Impossible Creatures,PC,Strategy,0.01
Puyo Pop Fever,GC,Puzzle,0.01
Wizardry XTH: Unlimited Students,PS2,Role-Playing,0.01
Raven's Cry,PS4,Role-Playing,0.01
Instant Brain,X360,Adventure,0.01
Guitar Hero III: Legends of Rock,PC,Misc,0.01
Blitzkrieg 2 Anthology,PC,Strategy,0.01
Rayman Raving Rabbids,PC,Misc,0.01
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,Misc,0.01
Abunai: Koi no Sousa Shitsu,PSP,Action,0.01
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,Adventure,0.01
Battle Worlds: Kronos,PC,Strategy,0.01
SoulLink Extension,PS2,Adventure,0.01
Banjo-Kazooie,X360,Platform,0.01
Samurai Shodown Anthology (JP sales),PS2,Fighting,0.01
Winning Post 7 Maximum 2008,PS2,Sports,0.01
Sangoku Koi Senki: Otome no Heihou!,PS2,Adventure,0.01
Alfa Romeo Racing Italiano,PS2,Racing,0.01
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,Misc,0.01
Digger Simulator,PC,Simulation,0.01
Turbo: Super Stunt Squad,X360,Sports,0.01
Super Robot Taisen XO,X360,Strategy,0.01
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,Action,0.01
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,Misc,0.01
IL-2 Sturmovik,PC,Simulation,0.01
Mortal Kombat: Tournament Edition,GBA,Fighting,0.01
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,Adventure,0.01
East India Company,PC,Strategy,0.01
World Poker Tour,GBA,Misc,0.01
Sousaku Alice to Oujisama!,3DS,Simulation,0.01
Empire Deluxe,PC,Strategy,0.01
Umihara Kawase Jun: Second Edition Kanzenban,DS,Puzzle,0.01
Infinite Stratos 2: Love and Purge,PSV,Action,0.01
Fab 5 Soccer,DS,Sports,0.01
Destiny Links,DS,Role-Playing,0.01
Best Of Tests,DS,Puzzle,0.01
Egg Mania: Eggstreme Madness,XB,Puzzle,0.01
Virtua Tennis 3,PC,Sports,0.01
Pro Angler Moves,PS3,Sports,0.01
Sakura Sakura: Haru Urara,PSP,Adventure,0.01
Uta no * Prince-Sama: Sweet Serenade,PSP,Adventure,0.01
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,Role-Playing,0.01
Road Trip: Shifting Gears,GBA,Racing,0.01
"Iza, Shutsujin! Koisen",PSP,Adventure,0.01
Major Dream: Major Wii Nagero! Gyroball!!,Wii,Sports,0.01
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,Adventure,0.01
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,Adventure,0.01
Honda ATV Fever,DS,Racing,0.01
Grooverider: Slot Car Thunder,XB,Racing,0.01
Superstars V8 Racing,X360,Racing,0.01
Grand Theft Auto III,PC,Action,0.01
Bakumatsu Koihana: Shinsengumi DS,DS,Adventure,0.01
Resident Evil 5 HD,PS4,Action,0.01
Miyako: Awayuki no Utage,PSP,Action,0.01
Super PickUps,Wii,Racing,0.01
Ben 10 Omniverse 2,X360,Action,0.01
Rewrite,PSV,Adventure,0.01
Konami Classics Vol. 2,X360,Misc,0.01
Aeon Flux,XB,Action,0.01
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,Misc,0.01
Kana: Imouto,PSP,Adventure,0.01
Barbie and Her Sisters Puppy Rescue,WiiU,Action,0.01
Rock N' Roll Racing,SNES,Racing,0.01
Higurashi no Naku Koro ni Iki,PS3,Action,0.01
Marginal #4: Idol of Supernova,PSV,Adventure,0.01
Nodame Cantabile,PS2,Misc,0.01
Paranormal Pursuit: The Gifted One,PC,Action,0.01
DoDonPachi Saidaioujou,X360,Shooter,0.01
Last Escort: Club Katze,PS2,Adventure,0.01
1/2 Summer +,PSP,Adventure,0.01
Winning Post 7 Maximum 2008,PS3,Sports,0.01
Psycho-Pass,XOne,Adventure,0.01
Brain Exercise With Dr. Kawashima,PC,Puzzle,0.01
Tears to Tiara: Kakan no Daichi Portable,PSP,Adventure,0.01
Games Around the World,DS,Misc,0.01
Football Manager 2005,PC,Sports,0.01
Hitotsu Tobashi Renai V,PSV,Adventure,0.01
Ninja Gaiden Sigma 2,PSV,Action,0.01
Turbo Trainz,Wii,Racing,0.01
Theatre Of War,PC,Strategy,0.01
Nintendogs and Cats Golden Retriever and New Friends,3DS,Action,0.01
Young Justice: Legacy,X360,Action,0.01
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,Adventure,0.01
Monster Rancher Advance 2,GBA,Simulation,0.01
Madden NFL 13,PS3,Sports,0.01
Voodoo Chronicles: First Sign,PC,Adventure,0.01
Umineko no Naku Koro ni Portable 1,PSP,Adventure,0.01
Dr. Slump & Arale-Chan,DS,Adventure,0.01
Geten no Hana: Yume Akari,PSP,Misc,0.01
Festa!! Hyper Girls Party,PS2,Adventure,0.01
Collar x Malice,PSV,Action,0.01
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,Misc,0.01
Vanark,PS,Shooter,0.01
Dragon's Dogma Online: Season 2,PS4,Action,0.01
Game Book DS: Sword World 2.0,DS,Role-Playing,0.01
WTA Tour Tennis,XB,Sports,0.01
Norn + Nonette: Last Era,PSV,Action,0.01
BlazBlue: Calamity Trigger,PC,Fighting,0.01
Furious Karting,XB,Racing,0.01
WSC REAL 09: World Snooker Championship,PS3,Sports,0.01
Harry Potter and the Chamber of Secrets,PC,Action,0.01
Pet Shop Monogatari DS 2,DS,Simulation,0.01
Mystery Legends: Beauty and the Beast,PC,Puzzle,0.01
Fuuraiki 3,PSV,Action,0.01
Chokkan! Asonde Relaxuma,DS,Action,0.01
Hot Wheels: Stunt Track Challenge / World Race,GBA,Racing,0.01
Minna no Conveni,DS,Simulation,0.01
Accel World: Kasoku no Chouten,PSP,Adventure,0.01
SoulCalibur Legends (JP sales),Wii,Action,0.01
Izumo 2,PS2,Adventure,0.01
Entaku no Seito: Students of Round,X360,Role-Playing,0.01
Bratz: Forever Diamondz,PS2,Adventure,0.01
Isshoni Gohan. Portable,PSP,Adventure,0.01
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,Adventure,0.01
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,Fighting,0.01
Monkey Madness: Island Escape,DS,Action,0.01
Malice,XB,Platform,0.01
Raven Squad: Operation Hidden Dagger,PC,Shooter,0.01
htoL#NiQ: The Firefly Diary,PSV,Platform,0.01
Tiger Woods PGA Tour 2005,PC,Sports,0.01
Deus Ex,PC,Role-Playing,0.01
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,Adventure,0.01
Ouka Sengoku Portable,PSP,Adventure,0.01
Smiley World: Island Challenge,DS,Puzzle,0.01
Order Up!!,3DS,Action,0.01
Wallace & Gromit: Curse of the Were-Rabbit,XB,Adventure,0.01
Hanayamata: Yosakoi Live,PSV,Adventure,0.01
Shepherd's Crossing,PSP,Simulation,0.01
Dark Parables: The Exiled Prince,PC,Puzzle,0.01
Military History: Commander - Europe at War,DS,Strategy,0.01
Tactics Layer: Ritina Guard Senki,DS,Strategy,0.01
We Sing 80s,Wii,Misc,0.01
Republique,PS4,Action,0.01
San-X Character Channel: All-Star Daishuugou!,DS,Action,0.01
Rail Simulator,PC,Simulation,0.01
Putty Squad,PS3,Platform,0.01
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,Sports,0.01
Rozen Maiden: Gebetgarten,PS2,Fighting,0.01
Resistance Dual Pack,PS3,Shooter,0.01
Princess Arthur,PSP,Misc,0.01
Sakura-Sou no Pet na Kanojo,PSP,Adventure,0.01
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,Fighting,0.01
Tantei Jinguuji Saburo: Hai to Diamond,PSP,Adventure,0.01
BattleForge,PC,Strategy,0.01
Jewel Quest II,PC,Puzzle,0.01
Toro to Morimori,PS3,Misc,0.01
Sonic & All-Stars Racing Transformed,PC,Racing,0.01
Satisfashion,Wii,Misc,0.01
Metal Slug Anthology,PS2,Shooter,0.01
K-1 Grand Prix,PS,Fighting,0.01
Legoland,PC,Action,0.01
Rave Master: Special Attack Force!,GBA,Fighting,0.01
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,Strategy,0.01
Casper,GBA,Adventure,0.01
Hyakka Yakou,PSV,Action,0.01
Adventure Time: The Secret of the Nameless,X360,Adventure,0.01
Hakuoki: Reimeiroku DS,DS,Action,0.01
Shin Hayarigami 2,PSV,Adventure,0.01
Ro-Kyu-Bu! Secret Photo Op,PSV,Adventure,0.01
Caladrius,X360,Shooter,0.01
Who Wants to be a Millionaire: 2nd Edition,DS,Misc,0.01
Duel Love: Koisuru Otome wa Shouri no Megami,DS,Adventure,0.01
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,Misc,0.01
Freekstyle,GBA,Racing,0.01
Groovin' Blocks,Wii,Puzzle,0.01
Tomoyo After: It's a Wonderful Life CS Edition,PS2,Adventure,0.01
Gardening Guide: How to get Green Fingers,DS,Misc,0.01
Aa Megami-samaa,PS2,Adventure,0.01
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,Action,0.01
Tsukigime Ranko's Longest Day,PS3,Action,0.01
Bakumatsu Rock,PSP,Action,0.01
Far East of Eden II: Manji Maru,DS,Role-Playing,0.01
Family Jockey,Wii,Sports,0.01
Thunder Alley,GBA,Racing,0.01
Dynasty Warriors: Eiketsuden,PS4,Action,0.01
Spider-Man: Friend or Foe,PC,Action,0.01
Carmageddon: Max Damage,XOne,Action,0.01
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,Adventure,0.01
New Interpretation Stranger of Sword City,PSV,Role-Playing,0.01
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,Adventure,0.01
Victory Spike,PS,Sports,0.01
Sengoku Basara 2 Heroes,Wii,Action,0.01
Double Sequence: The Q-Virus Invasion,DS,Puzzle,0.01
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,Action,0.01
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,Role-Playing,0.01
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,Adventure,0.01
Marvel: Ultimate Alliance,PC,Role-Playing,0.01
Broken Sword 5: The Serpent's Curse,XOne,Adventure,0.01
Shitsuji ga Aruji o Erabu Toki,PSV,Adventure,0.01
Batman: A Telltale Game Series,PS3,Adventure,0.01
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,Adventure,0.01
Kao the Kangaroo,GBA,Platform,0.01
Builder's Block,PS,Strategy,0.01
Seisou no Amazones,3DS,Role-Playing,0.01
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,Role-Playing,0.01
F.E.A.R. Perseus Mandate,PC,Shooter,0.01
Mahjong Taikai IV,PS3,Misc,0.01
Valentino Rossi: The Game,PC,Racing,0.01
FlatOut: Ultimate Carnage,PC,Racing,0.01
Ultraman Fighting Evolution 0,PSP,Fighting,0.01
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,Simulation,0.01
Aquaman: Battle for Atlantis,GC,Action,0.01
Strider (2014),PS3,Platform,0.01
Jinsei Game Q DS: Shouwa no Dekigoto,DS,Misc,0.01
The Book of Unwritten Tales 2,WiiU,Adventure,0.01
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Misc,0.01
Goku Makaimura Kai,PSP,Platform,0.01
No Fate! Only the Power of Will,X360,Adventure,0.01
Conflict: Denied Ops,PC,Shooter,0.01
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,Role-Playing,0.01
Championship Manager 2010,PC,Sports,0.01
Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,Action,0.01
Paragon,PS4,Action,0.01
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,Misc,0.01
"Hanayaka Kana, Ware ga Ichizoku",PSP,Adventure,0.01
Mamoru-kun wa Norowarete Shimatta!,X360,Shooter,0.01
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,Strategy,0.01
Myself; Yourself,PS2,Adventure,0.01
Kurogane Kaikitan,PSV,Adventure,0.01
Starry ? Sky: After Autumn,PSP,Misc,0.01
Dokuro,PSV,Action,0.01
Slide Adventure: Mag Kid,DS,Action,0.01
Smuggler's Run,GBA,Racing,0.01
The Humans: Meet the Ancestors!,DS,Puzzle,0.01
Chaos;Head Noah,PSV,Adventure,0.01
Battlestations: Midway,PC,Strategy,0.01
Farming Simulator 15 Expansion Pack,PC,Action,0.01
Jan Sangoku Musou,PS2,Misc,0.01
Assetto Corsa,XOne,Racing,0.01
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,Adventure,0.01
Monster Bomber,DS,Puzzle,0.01
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,Misc,0.01
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,Fighting,0.01
CT Special Forces 2: Back in the Trenches,GBA,Shooter,0.01
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,Adventure,0.01
The Chronicles of Riddick: Assault on Dark Athena,PC,Shooter,0.01
The Ultimate Battle of the Sexes,Wii,Misc,0.01
Root Double: Before Crime After Days,X360,Action,0.01
War for the Overworld,PC,Strategy,0.01
TimeShift,PC,Shooter,0.01
ef - a fairy tale of the two.,PS2,Adventure,0.01
The Train Giant,PC,Strategy,0.01
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,Adventure,0.01
FairlyLife: MiracleDays,PSP,Adventure,0.01
Surf's Up,GC,Sports,0.01
Jambo! Safari Animal Rescue,DS,Simulation,0.01
Death Connection Portable,PSP,Adventure,0.01
Rainbow Islands: Revolution,PSP,Action,0.01
Legend of Kay Anniversary,WiiU,Action,0.01
Rakushou! Pachi-Slot Sengen 4,PS2,Misc,0.01
Nitroplus Blasterz: Heroines Infinite Duel,PS3,Fighting,0.01
Moe Moe 2-Ji Daisenryaku 2,PSP,Strategy,0.01
Tsuyo Kiss 3 Portable,PSP,Action,0.01
Fireman Sam: Action Stations,DS,Action,0.01
Tetris Ultimate,PSV,Puzzle,0.01
Durarara!! Relay,PSV,Action,0.01
Moto Racer Advance,GBA,Racing,0.01
Duel Masters: Shadow of the Code,GBA,Misc,0.01
Full Auto 2: Battlelines,PSP,Racing,0.01
Army Men: Air Combat - The Elite Missions,GC,Shooter,0.01
Rally Championship,GC,Racing,0.01
Happy Dance Collection,Wii,Misc,0.01
Space Hulk,PSV,Strategy,0.01
Fuun Shinsengumi Bakumatsuden Portable,PSP,Action,0.01
Musou Tourou,PSP,Strategy,0.01
Really? Really! DS,DS,Adventure,0.01
Gakuen Hetalia,DS,Adventure,0.01
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,Adventure,0.01
Touch Detective 3: Does Funghi Dream of Bananas?,3DS,Adventure,0.01
Dungeon Explorer: Warriors of Ancient Arts,PSP,Role-Playing,0.01
Period Cube: Torikago no Amadeus,PSV,Action,0.01
Tringo,GBA,Puzzle,0.01
Jam Sessions: Sing and Play Guitar (jp sales),DS,Misc,0.01
Binary Star,PSV,Adventure,0.01
MXGP 2,PC,Racing,0.01
Professional Farmer 2016,PSV,Action,0.01
RalliSport Challenge(JP sales),XB,Racing,0.01
Dragon Quest X: All in One Package,WiiU,Role-Playing,0.01
Wedding Planner: Dream Weddings Guaranteed,DS,Simulation,0.01
Element Hunter,DS,Role-Playing,0.01
Ultraman Fighting Evolution 3,PS2,Fighting,0.01
Rondo of Swords (jp sales),DS,Role-Playing,0.01
The Eye of Judgment: Legends,PSP,Strategy,0.01
Chaos;Child,PS4,Adventure,0.01
Greg Hastings' Tournament Paintball Max'd,PS2,Shooter,0.01
Whac-A-Mole,GBA,Puzzle,0.01
Nakayoshi All-Stars: Mezase Gakuen Idol,DS,Misc,0.01
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,Adventure,0.01
Fullmetal Alchemist: Prince of the Dawn,Wii,Adventure,0.01
Command & Conquer Renegade,PC,Shooter,0.01
Grooverider: Slot Car Thunder,GC,Racing,0.01
H2O+: Footprints in the Sand,PS2,Adventure,0.01
Fashionable Puppy: Oshare na Koinu DS,DS,Simulation,0.01
Sekirei: Mirai Kara no Okurimono,PS2,Adventure,0.01
Cities: Skylines Snowfall,PC,Simulation,0.01
Ultimate Board Game Collection,PS2,Misc,0.01
Dinotopia: The Sunstone Odyssey,XB,Action,0.01
Idol Janshi Suchie-Pai IV,PS2,Misc,0.01
Dungeons & Dragons: Neverwinter Nights - Complete,PC,Misc,0.01
Natsuzora no Monologue,PSP,Adventure,0.01
Kenka Banchou Portable,PSP,Action,0.01
World Snooker Challenge 2005,PSP,Sports,0.01
Juiced 2: Hot Import Nights,PC,Racing,0.01
G1 Jockey 4 2008,PS3,Sports,0.01
Monster Jam,PC,Racing,0.01
Icewind Dale II,PC,Role-Playing,0.01
The Amazing Spider-Man (DS & Mobile Versions),PSP,Action,0.01
Mario vs. Donkey Kong: Tipping Stars,WiiU,Puzzle,0.01
Ishin Renka: Ryouma Gaiden,PSP,Adventure,0.01
NHL 2K7,XB,Sports,0.01
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,Adventure,0.01
Act of Aggression,PC,Strategy,0.01
Powerdrome,XB,Racing,0.01
Fallout Anthology,PC,Action,0.01
Tropico 3: Gold Edition,PC,Strategy,0.01
Survivor,Wii,Adventure,0.01
Dance with Devils,PSV,Action,0.01
Wand of Fortune,PS2,Adventure,0.01
Arabians Lost: The Engagement on Desert,PSP,Adventure,0.01
Gobliiins 4,PC,Adventure,0.01
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,Adventure,0.01
"Crouching Tiger, Hidden Dragon",XB,Action,0.01
Meru Purana,PS,Strategy,0.01
Cross Edge Dash,X360,Role-Playing,0.01
Colin McRae Rally 04,PC,Racing,0.01
Super Bubble Pop,XB,Puzzle,0.01
Fullmetal Alchemist: Trading Card Game,DS,Misc,0.01
Luxor: Pharaoh's Challenge,DS,Puzzle,0.01
Grand Prix Legends,PC,Racing,0.01
Fate/kaleid liner Prisma Illya,3DS,Action,0.01
Hoshigami: Ruining Blue Earth Remix,DS,Role-Playing,0.01
Akatsuki no Amaneka to Aoi Kyojin,PSP,Strategy,0.01
Pilot Academy,PSP,Simulation,0.01
Poker for Dummies,PC,Misc,0.01
John Daly's ProStroke Golf,X360,Sports,0.01
TrackMania Turbo,PC,Action,0.01
Darkened Skye,GC,Adventure,0.01
Sakura-Sou no Pet na Kanojo,PSV,Adventure,0.01
WSC REAL 09: World Snooker Championship,X360,Sports,0.01
World Snooker Championship 2007,X360,Sports,0.01
Handball 16,X360,Sports,0.01
Wand of Fortune: Mirai e no Prologue,PS2,Adventure,0.01
Alone in the Dark,PC,Adventure,0.01
Nova Usagi no Game de Ryuugaku!? DS,DS,Misc,0.01
LMA Manager 2007,X360,Sports,0.01
San-X: Chara Sagashi Land,DS,Action,0.01
Heart no Kuni no Alice,PSP,Adventure,0.01
Petz: Hamsterz Life 2,GBA,Misc,0.01
The Technomancer,PC,Role-Playing,0.01
Pro Evolution Soccer 2010,PC,Sports,0.01
Memories Off,PSP,Adventure,0.01
Tenchu San Portable,PSP,Action,0.01
Ratchet & Clank: Full Frontal Assault,PSV,Adventure,0.01
Vitamin X,PS2,Adventure,0.01
The Wild West,DS,Action,0.01
The Amazing Spider-Man 2 (2014),PC,Action,0.01
Saint Seiya Omega: Ultimate Cosmo,PSP,Fighting,0.01
Sega Rally Revo,PC,Racing,0.01
"Element Girl: Love, Fashion and Friends",DS,Adventure,0.01
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,Fighting,0.01
Teenage Mutant Ninja Turtles (3DS),3DS,Action,0.01
Time Leap,X360,Adventure,0.01
The Godfather (JP sales),X360,Action,0.01
thinkSMART: Chess for Kids,DS,Misc,0.01
World Heroes Anthology,PS2,Fighting,0.01
Chaos;Child,PS3,Adventure,0.01
th!nk Logic Trainer,Wii,Puzzle,0.01
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,Sports,0.01
Routes PE,PS2,Adventure,0.01
Winning Eleven: Pro Evolution Soccer 2007,PC,Sports,0.01
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,Adventure,0.01
Railfan,PS3,Simulation,0.01
SoniPro,3DS,Adventure,0.01
Real Crimes: The Unicorn Killer,DS,Puzzle,0.01
Akatsuki no Goei Trinity,PSP,Adventure,0.01
ESPN NBA 2Night 2002,XB,Sports,0.01
Aladdin Magic Racer,Wii,Racing,0.01
Goat Simulator,XOne,Simulation,0.01
